date,startup_name,industry,sub_vertical,city,investors,investment_type,amount_usd,year,month
2017-03-16,POPxo,Consumer Internet,Digital Media publication for women,Delhi,"GREE Ventures, Kalaari Capital and IDG Ventures India, Summit Media, Atul Goel, and Gurpreet Singh",Private Equity,3100000.0,2017.0,3.0
2017-03-16,Fitso,Consumer Internet,Fitness Mobile App,Gurugram,"Sujeet Kumar, Bhupender Singh, Yashish Dhaiya",Seed,200000.0,2017.0,3.0
2017-03-21,Flipkart,eCommerce,ECommerce Marketplace,Bengaluru,"Microsoft, eBay, Tencent Holdings",Private Equity,1400000000.0,2017.0,3.0
2017-03-21,Airpay,Technology,Online payment Gateway,Mumbai,"Kalaari Capital, Rakesh and Rajesh Jhunjhunwala",Private Equity,3670000.0,2017.0,3.0
2017-03-21,MyGlamm,Consumer Internet,On-Demand Beauty Services,Mumbai,L\\xe2\\x80\\x99Occitane,Private Equity,5300000.0,2017.0,3.0
2017-03-22,Haqdarshak,Consumer Internet,Tech-Enabled Social Enterprise,Bengaluru,"Ravi Saxena, Sandeep Raju,",Seed,191000.0,2017.0,3.0
2017-03-23,Ixigo,Consumer Internet,Online Travel Search Engine,Gurugram,"Sequoia Capital, Kinzon Capital",Private Equity,15000000.0,2017.0,3.0
2017-03-23,Markets and Markets,Technology,Marketing Research Company,Pune,"FTV Capital, Zodius Capital",Private Equity,56000000.0,2017.0,3.0
2017-03-24,Bizom,Technology,supply chain automation platform,Bengaluru,Ojas Ventures,Seed,382000.0,2017.0,3.0
2017-03-24,Delhivery,Technology,Tech enabled Fulfilment & Logistics Solutions,Delhi,"Carlyle Group, Tiger Global",Private Equity,100000000.0,2017.0,3.0
2017-03-28,Fynd,ECommerce,Online fashion marketplace,Mumbai,Venture Catalysts,Private Equity,500000.0,2017.0,3.0
2017-03-28,DoneThing,Consumer Internet,On-demand Personal Assistant service,Gurugram,Brand Capital,Private Equity,300000.0,2017.0,3.0
2017-03-29,Ithaka,Consumer Internet,Vacation Trip Planning platform,Mumbai,"Ankit Gupta, Puneet Motihar",Seed,325000.0,2017.0,3.0
2017-03-29,perpule,eCommerce,Self-Checkout ECommerce App,Bengaluru,KStart Capital,Seed,650000.0,2017.0,3.0
2017-03-29,Licious,ECommerce,Online Meat Ordering platform,Bengaluru,"Mayfield India, 3one4 Capital, Sistema Asia Fund, Neoplux Technology Fund",Private Equity,10000000.0,2017.0,3.0
2017-03-29,Medinfi,Consumer Internet,Doctor & Hospital search Platform,Bengaluru,"Vinod Martin, Hemant Kaul, Prof. Ram Kumar Kakani & Others",Seed,50000.0,2017.0,3.0
2017-03-31,Jhakaas,Consumer Internet,Offline Business Aggregator App,Mumbai,"Malini Patel, Stelcore Management Services, Anjani Prasad",Seed,155000.0,2017.0,3.0
2017-03-31,Oriano Solar,Technology,Turnkey Solar Solutions,Mumbai,Samridhi Fund,Private Equity,3000000.0,2017.0,3.0
2017-03-31,BigBasket,ECommerce,Online Grocer,Bengaluru,Trifecta Capital,Private Equity,7000000.0,2017.0,3.0
2017-03-31,Icertis,Technology,ERP solutions provider,Pune,"B Capital Group, Ignition Partners, Greycroft, e.ventures,\\xc2\\xa0 Eight Roads Ventures",Private Equity,25000000.0,2017.0,3.0
2017-02-06,Capital Float,Consumer Internet,Online lending platform,Bengaluru,IFMR Capital Finance,Private Equity,2500000.0,2017.0,2.0
2017-02-07,Inner Hour,Consumer Internet,Online Counselling Platform,Mumbai,"Batlivala & Karani Securities, Venture Works",Seed,450000.0,2017.0,2.0
2017-02-07,Travel Triangle,Consumer Internet,Online travel agent marketplace,Noida,"RB Investments, SAIF Partners, Bessemer Venture Partners",Private Equity,10000000.0,2017.0,2.0
2017-02-08,Wandertrails,Consumer Internet,"Online Travel, Adventure & Activities Portal",Bengaluru,Earlsfield Capital,Seed,1000000.0,2017.0,2.0
2017-02-08,Zenatix,Technology,IoT Based Energy Monitoring & Control,Gurugram,"pi Ventures, Blume Ventures",Private Equity,1200000.0,2017.0,2.0
2017-02-08,Cartrade,Consumer Internet,Automobile Classifieds Portal,Mumbai,Temasek Holdings,Private Equity,55000000.0,2017.0,2.0
2017-02-08,Edurev,Consumer Internet,Online Education Portal,Gurugram,Facebook FB Start programme,Seed,40000.0,2017.0,2.0
2017-02-09,Voonik,ECommerce,Women Apparel & Lifestyle etailer,Bengaluru,"RB Investments, Sequoia Capital",Private Equity,6000000.0,2017.0,2.0
2017-02-09,Wooplr,ECommerce,Women Fashion Portal,Bengaluru,"Sistema Asia Fund, Amereus Group, Helion Ventures",Private Equity,8000000.0,2017.0,2.0
2017-02-10,48East,ECommerce,Online Food Delivery Platform,Bengaluru,Al Dhaheri family,Private Equity,500000.0,2017.0,2.0
2017-02-13,Sigtuple,Technology,Medical Automation platform,Bengaluru,"Accel Partners, IDG Ventures, Endiya Partners, pi Ventures, VH Capital, Axilor Partners",Private Equity,5800000.0,2017.0,2.0
2017-02-13,Flutura,Technology,Decision Sciences Analytics Solutions,Bengaluru,"Vertex Ventures, Lumis Partners",Private Equity,7500000.0,2017.0,2.0
2017-02-13,Wassup,Consumer Internet,On Demand Laundry & Dry Cleaning Services,Chennai,Anil Jain & other HNIs,Private Equity,3200000.0,2017.0,2.0
2017-02-13,Better Mortgage,Consumer Internet,Mortgage Offering Platform,Gurugram,"Kleiner Perkins, Goldman Sachs, Pine Brook",Private Equity,15000000.0,2017.0,2.0
2017-02-13,Nurturey,Consumer Internet,Parenting Mobile App,Delhi,Mohit Joshi & Others,Seed,330000.0,2017.0,2.0
2017-02-13,Fyle,Technology,Expense Management Solution,Bengaluru,Pravega Ventures,Seed,400000.0,2017.0,2.0
2017-02-14,GoBumpr,Consumer Internet,Online Bike & Car Services provider,Chennai,"Mahalingam K, Girish Mathrubootham",Seed,300000.0,2017.0,2.0
2017-02-14,CCAvenue,Consumer Internet,Online Payment Gateway,Mumbai,Infibeam,Private Equity,22400000.0,2017.0,2.0
2017-02-15,ZestMoney,Consumer Internet,Online Consumer Lending platform,Bengaluru,"PayU, Ribbit Capital, Omidyar Network",Private Equity,6500000.0,2017.0,2.0
2017-02-15,AirZaar,Technology,Drone operations management platform,Missourie,Quake Capital,Seed,350000.0,2017.0,2.0
2017-02-16,Truebil,Consumer Internet,Online Marketplace for Used Cars,Mumbai,Shunwei Capital,Private Equity,3000000.0,2017.0,2.0
2017-02-16,YourStory,Consumer Internet,Online Media,Bengaluru,"Kalaari Capital Partners, Qualcomm, 3ONE4 Capital Advisors, UC-RNT",Private Equity,3000000.0,2017.0,2.0
2017-02-17,Imaginate,Technology,AR & VR platform,Hyderabad,SRI Capital,Seed,500000.0,2017.0,2.0
2017-02-17,The Ken,Consumer Internet,Online Media Platform,Bengaluru,"Aprameya Radhakrishna, Deepak Natraj, Girish Mathrubootham, Mahesh Murthy, Pallav Nadhani, Pavan Ongole, Sandeep Mathur, Vijay Shekhar Sharma & Others",Seed,400000.0,2017.0,2.0
2017-02-17,Urban Ladder,ECommerce,Online Furniture Store,Bengaluru,"Kalaari Capital, SAIF Partners, Steadview Capital, Sequoia Capital",Private Equity,15200000.0,2017.0,2.0
2017-02-17,Leopetra,eCommerce,Solution provider for pet needs,Mumbai,Facebook FBStart,Seed,40000.0,2017.0,2.0
2017-02-18,Blood n Care,Consumer Internet,First Aid care app,Gurugram,Facebook FBStart,Seed,40000.0,2017.0,2.0
2017-02-20,Flipkart,eCommerce,Online Marketplace,Bengaluru,"Bennett, Coleman and Co. Ltd (BCCL)",Private Equity,38700000.0,2017.0,2.0
2017-02-21,True Balance,Consumer Internet,Mobile balance Checking App,Gurugram,"Softbank Ventures Korea, IMM Investment",Private Equity,15000000.0,2017.0,2.0
2017-02-22,Vebbler,Consumer Internet,Photo Sharing for Groups,Bengaluru,Facebook FBStart,Seed,40000.0,2017.0,2.0
2017-02-23,Get My Parking,Consumer Internet,Smart Parking Platform,Delhi,"Indian Angel Network (IAN), BEENEXT, The Chennai Angels, Sunil Munjal",Private Equity,1100000.0,2017.0,2.0
2017-02-27,Biryani By Kilo,Consumer Internet,Online Food Ordering & Delivery Portal,Gurugram,"Chandigarh Angels, Ashish Gupta, Rohit, Ashish Chand, Sunil Singh & Others",Seed,375000.0,2017.0,2.0
2017-02-27,Johari Shop,ECommerce,Online Jewellery etailer,Bengaluru,Undisclosed Investors,Seed,94000.0,2017.0,2.0
2017-02-28,NeoStencil,Consumer Internet,Live Online Coaching Classes,Delhi,"Brand Capital, Paragon Trust",Private Equity,1000000.0,2017.0,2.0
2017-02-28,Blackbuck,Logistics,Online freight aggregator,Bengaluru,"Sands Capital, IFC, Accel Partners, Flipkart, Sanjiv Rangrass",Private Equity,70000000.0,2017.0,2.0
2017-01-02,TaxSutra,Consumer Internet,Online Tax Filing platform,Pune,"TV Mohandas Pai, V Balakrishnan, PV Srinivasan",Seed,366000.0,2017.0,1.0
2017-01-03,TempoGo,Technology,IoT & SAAS Solutions for Transportation Industry,Panaji,K2 Capital,Seed,825000.0,2017.0,1.0
2017-01-06,Leap India,Logistics,Supply Chain Solutions Provider,Mumbai,"India Nivesh Growth Fund, Sixth Sense, TCI Ventures",Private Equity,13000000.0,2017.0,1.0
2017-01-07,FreeCharge,Consumer Internet,Mobile Wallet,Mumbai,Jasper Infotech Pvt Ltd,Private Equity,57000000.0,2017.0,1.0
2017-01-09,TicketNew,Consumer Internet,Movie Ticket Booking platform,Chennai,Alibaba Pictures,Private Equity,35000000.0,2017.0,1.0
2017-01-10,Intelligence Node,Technology,SAAS Based Retail Analytics Solutions,Mumbai,BlackSoil Capital Pvt Ltd,Private Equity,800000.0,2017.0,1.0
2017-01-10,Securens,Technology,e-surveillance services provider,Mumbai,"Mayfield India, Trifecta Capital",Private Equity,5000000.0,2017.0,1.0
2017-01-10,Loan Frame,Consumer Internet,Small Business Loans Marketplace platform,Gurugram,"Vedanta Capital, William Campbell, Toos N Daruvala",Private Equity,2250000.0,2017.0,1.0
2017-01-10,Medinfi,Consumer Internet,Doctor & Clinic Discovery portal,Bengaluru,"Vinod Martin, Evan Lim, Kanchan Ghoshal, Ram Kumar Kakani",Seed,100000.0,2017.0,1.0
2017-01-10,LensKart,eCommerce,Online eyewear retailer,Bengaluru,Ronnie Screwvala,Private Equity,3500000.0,2017.0,1.0
2017-01-12,Hansel.io,Consumer Internet,Real-time Mobile App Management Platform,Bengaluru,"IDG Ventures, Endiya Partners",Private Equity,1350000.0,2017.0,1.0
2017-01-12,Square Yards,Consumer Internet,Property Search Aggregator platform,Gurugram,"Lohia Group, Andre Hoffman",Private Equity,10000000.0,2017.0,1.0
2017-01-13,Roambee,Technology,IoT smart Logistics and Asset Management Company,Mumbai,Deutsche Telekom Strategic Investments & Others,Private Equity,4100000.0,2017.0,1.0
2017-01-13,iService,Consumer Internet,Gadgets Repair & Service Booking platform,Bengaluru,"Blume Ventures, Girish Mathrubootham, Aprameya Radhakrishna",Seed,440000.0,2017.0,1.0
2017-01-14,Unacademy,Consumer Internet,Online learning platform,Bengaluru,"Nexus Venture Partners, Blume Ventures",Private Equity,4500000.0,2017.0,1.0
2017-01-16,ZoloStays,Consumer Internet,Branded PG Accomodation booking platform,Bengaluru,"Nexus Venture Partners, Innoven Capital",Private Equity,5000000.0,2017.0,1.0
2017-01-16,HipCouch,Consumer Internet,Custom & Modular Furniture platform,Mumbai,Undisclosed Investors,Seed,700000.0,2017.0,1.0
2017-01-17,Curiositi,Consumer Internet,Online Learning Platform,Bengaluru,"Menterra Social Impact Fund, Unitus Seed Fund",Private Equity,800000.0,2017.0,1.0
2017-01-17,TinyStep,Consumer Internet,Parenting Info & Social Network,Bengaluru,Flipkart,Private Equity,2000000.0,2017.0,1.0
2017-01-17,Practo,Consumer Internet,Online Healthcare platform,Bengaluru,"Tencent,\\xc2\\xa0 ru-Net, RSI Fund, Thrive Capital",Private Equity,55000000.0,2017.0,1.0
2017-01-17,Ketchupp,Consumer Internet,Food Discovery Platform,Delhi,India Quotient and others,Seed,441000.0,2017.0,1.0
2017-01-17,Hoopy,Consumer Internet,Online Car Service Platform,Gwalior,undisclosed investors,Seed,500000.0,2017.0,1.0
2017-01-17,Ezytruk,Consumer Internet,Logistics and truck aggregator platform,Bengaluru,"Ajith Nair, Anish K",Seed,147000.0,2017.0,1.0
2017-01-18,Vahdam Teas,eCommerce,Online Tea etailer,Delhi,"Mumbai Angels Network, Fireside Ventures, Singapore Angel Network",Seed,650000.0,2017.0,1.0
2017-01-18,Qwikspec,Technology,Cloud-based construction,Bengaluru,Undisclosed Investors,Seed,300000.0,2017.0,1.0
2017-01-19,Weddingz.in,Consumer Internet,Online Marketplace for Wedding Venues and vendors,Mumbai,Singularity Ventures,Private Equity,1000000.0,2017.0,1.0
2017-01-22,MessaGif,Consumer Internet,social messaging platform,Delhi,Undisclosed investor,Seed,50000.0,2017.0,1.0
2017-01-23,CueMath,Technology,Maths Learning program,Delhi,"CapitalG, Sequoia India",Private Equity,15000000.0,2017.0,1.0
2017-01-24,Khel Now,Consumer Internet,Mobile-based Social Platform for Sports,Bengaluru,Indochine International,Private Equity,500000.0,2017.0,1.0
2017-01-24,NowFloats,Consumer Internet,Platform to take businesses online,Hyderabad,"Iron Pillar and IIFL, Blume Ventures, Omidyar Network",Private Equity,10000000.0,2017.0,1.0
2017-01-24,Lets Transport,Consumer Internet,Online transport vehicle booking platform,Bengaluru,"GMO Japan, Neelesh Bhatnagar",Private Equity,4000000.0,2017.0,1.0
2017-01-25,RML Agtech,Technology,Agri Decision Support Solution for farmers,Pune,IvyCap Ventures,Private Equity,4000000.0,2017.0,1.0
2017-01-25,InstaSafe,Technology,Security-as-a-Service solution provider,Bengaluru,ABM Knowledgeware,Private Equity,2200000.0,2017.0,1.0
2017-01-25,Infibeam,eCommerce,eCommerce Marketplace,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,8800000.0,2017.0,1.0
2017-01-26,AirMed Labs,Consumer Internet,Health Tests Booking platform & ePharmacy,Ahmedabad,Brand Capital,Private Equity,1400000.0,2017.0,1.0
2017-01-26,99PerHour,Consumer Internet,Hyper-local Handyman Service provider,Chennai,V Aanand R,Seed,300000.0,2017.0,1.0
2017-01-30,Intuit Things,Technology,IoT solutions for home automation applications,Mumbai,Sanjay Mehta & Others ( The Ten Minute Million),Seed,106000.0,2017.0,1.0
2017-01-30,Cloudrino,Technology,Cloud based Virtual Servers,Delhi,The Ten Minute Million,Seed,22500.0,2017.0,1.0
2017-01-30,FabX,eCommerce,Used Furniture Marketplace,Mumbai,The Ten Minute Million,Seed,68000.0,2017.0,1.0
2017-01-30,Maptags,Consumer Internet,Smart Online address tags,Bengaluru,The Ten Minute Million,Seed,18000.0,2017.0,1.0
2017-01-31,Heads Up For Tails,eCommerce,Online Pet Products Store,Delhi,Undisclosed Investors,Private Equity,2000000.0,2017.0,1.0
2016-12-01,SidQam,Technology,Healthcare Software System,Noida,"SQue Capital, Grace Capital Ventures, Soham Vencaps",Private Equity,1200000.0,2016.0,12.0
2016-12-01,India Lends,Consumer Internet,Online Instant personal Loan provider,Delhi,"DSG Consumer Partners, American Express Ventures, Cyber Carrier VC, AdvantEdge Partners",Private Equity,4000000.0,2016.0,12.0
2016-12-01,Slide App,Consumer Internet,Lock screen Rewards mobile app,Delhi,Songhyun Investment,Private Equity,3600000.0,2016.0,12.0
2016-12-02,Badiyajobs,Consumer Internet,Entry-Level job Seekers platform,Delhi,Undisclosed,Seed,100000.0,2016.0,12.0
2016-12-02,TYGR,Technology,Transport and logistics mobile App,Mumbai,Franchise India,Private Equity,3000000.0,2016.0,12.0
2016-12-05,UrDoorStep,eCommerce,Online Grocery Store,Bengaluru,Lakshmi Vilas Bank & undisclosed HNIs,Private Equity,1400000.0,2016.0,12.0
2016-12-06,Diro Labs,Consumer Internet,Mobile Contacts Management app,Delhi,Info Edge (India),Seed,147000.0,2016.0,12.0
2016-12-07,Revv,Consumer Internet,Self-Driven Car Services booking portal,Delhi,Edelweiss Private Equity,Private Equity,9000000.0,2016.0,12.0
2016-12-07,WealthApp,Consumer Internet,Online Investment Advisory platform,Bengaluru,"Venk Krishnan, MJ Aravind, Vikram Kotak, Jayant Davar,\\xc2\\xa0 Ramkumar Nishtal, Arjun Sharmaa",Seed,440000.0,2016.0,12.0
2016-12-08,Zest Money,Consumer Internet,Online Consumer Lending platform,Mumbai,PayU,Private Equity,6500000.0,2016.0,12.0
2016-12-08,GoMechanic,Consumer Internet,Online Car servicing Booking platform,Gurugram,Venture Catalysts,Seed,250000.0,2016.0,12.0
2016-12-09,Stalk Buy Love,eCommerce,Fashion Apparel eTailer,Delhi,Kalaari Capital,Private Equity,6000000.0,2016.0,12.0
2016-12-09,Wittyparot,Technology,Content Management & Productivity platform,Bengaluru,Mumbai Angels,Seed,450000.0,2016.0,12.0
2016-12-09,NeuroEquilibrium,Technology,Health-Tech platform,Jaipur,Unicorn India Ventures,Seed,250000.0,2016.0,12.0
2016-12-12,Xseed Education,Technology,Education & learning Tech platform,Bengaluru,Verlinvest SA,Private Equity,10000000.0,2016.0,12.0
2016-12-12,Rupaiya Exchange,Consumer Internet,P2P Lending platform,Delhi,Undisclosed Investors,Seed,200000.0,2016.0,12.0
2016-12-12,Doctor Insta,Consumer Internet,Online Doctor Consulting platform,Gurugram,RoundGlass Partners,Private Equity,2000000.0,2016.0,12.0
2016-12-12,Fresh Food Concepts,Food & Beverage,Cold Press Juice manufacturer & seller,Delhi,"Siddhartha Gupta, Ashvin Chadha",Seed,2000000.0,2016.0,12.0
2016-12-13,Indifi,Consumer Internet,Online lending platform,Gurugram,Omidyar Network,Private Equity,10000000.0,2016.0,12.0
2016-12-13,OfBusiness,eCommerce,Online business-to-business (B2B) marketplace,Gurugram,"Zodius Technology Opportunities Fund, Matrix Partners",Private Equity,11100000.0,2016.0,12.0
2016-12-14,Qacco,Consumer Internet,Hotel Booking platform,Gurugram,"Lead Angels Network, Anbu Pandian, Prabhakar MR & Others",Seed,150000.0,2016.0,12.0
2016-12-14,Fitpass,Consumer Internet,Fitness center aggregator & Booking mobile app,Delhi,Mumbai Angels,Seed,1000000.0,2016.0,12.0
2016-12-14,Trading Bells,Consumer Internet,Online Share & Commodity Broking platform,Indore,Swastika Investmart Ltd,Seed,297000.0,2016.0,12.0
2016-12-15,SERV\\xe2\\x80\\x99D,Consumer Internet,Financial Services For Unorganized Workforce,Pune,Digital Financial Service Lab,Seed,100000.0,2016.0,12.0
2016-12-15,IdeaForge,Technology,Drone Manufacturing,Mumbai,"WRV Capital and IndusAge Partners, Infosys Innovation Fund",Private Equity,10000000.0,2016.0,12.0
2016-12-15,Amagi Media Labs,Technology,Media Technology Solutions,Mumbai,"Emerald Media, Premji Invest",Private Equity,35000000.0,2016.0,12.0
2016-12-15,Pocket Aces,Technology,Digital Entertainment Company,Mumbai,"Sequoia Capital India, North Base Media, Aarin Capital, 3one4 Capital, Axilor Ventures, Kunal Shah, Sandeep Tandon",Private Equity,3000000.0,2016.0,12.0
2016-12-16,Pi Data Centers,Technology,Cloud Data Center Solutions provider,Hyderabad,Epsilon Venture Partners,Private Equity,23000000.0,2016.0,12.0
2016-12-16,TripShelf,Consumer Internet,Holiday Packages provider,Delhi,"GEMS Advisory, Quarizon",Seed,123000.0,2016.0,12.0
2016-12-19,NoBroker,Consumer Internet,Rental property search portal,Bengaluru,"KTB Network, SAIF Partners, BEENEXT, Digital Garage",Private Equity,7400000.0,2016.0,12.0
2016-12-20,VivoCarat,eCommerce,Online jewellery marketplace,Mumbai,Undisclosed Investors,Seed,50000.0,2016.0,12.0
2016-12-20,BYJU\\xe2\\x80\\x99s,Consumer Internet,Online Learning platform,Bengaluru,International Financial Corporation,Private Equity,15000000.0,2016.0,12.0
2016-12-21,The BlueBook,Consumer Internet,online to offline marketing platform,Bengaluru,"Indian Angel Network, Let\\xe2\\x80\\x99s Venture",Seed,500000.0,2016.0,12.0
2016-12-21,Vegetall,eCommerce,Online Vegetable eTailer,Chennai,The Chennai Angels,Seed,162000.0,2016.0,12.0
2016-12-22,Mindler,Consumer Internet,Career Planning & Assessment platform,Delhi,Taxmann,Seed,324000.0,2016.0,12.0
2016-12-22,MCaffeine,eCommerce,Personal care product etailer,Bengaluru,"Kaushal Agarwal, Harminder Sahani, KK Mehra, Pranay Jivrajka, Navjot Saini",Seed,300000.0,2016.0,12.0
2016-12-23,enKast,Technology,Cloud based CRM for Agencies,Bengaluru,Ivy League Alumni Angel Network,Private Equity,2000000.0,2016.0,12.0
2016-12-26,Dekkho,Consumer Internet,Video Streaming platform,Mumbai,undisclosed investors,Seed,1200000.0,2016.0,12.0
2016-12-26,Shadowfox,Logistics,On-Demand Delivery Service,Gurugram,Eight Roads Ventures,Private Equity,10000000.0,2016.0,12.0
